date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:51:17	32180/32180	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f154c8c6938ac819a4a0a5f720c906bf%22	https://catalyst.tailwindui.com/_next/static/chunks/589-3a43adb713325b2e.js	catalyst.tailwindui.com/_next/static/chunks/589-3a43adb713325b2e.js	(from https://catalyst.tailwindui.com/)
22:51:18	18393/18393	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d73d4905931296e8198547d59aa48b9d%22	https://catalyst.tailwindui.com/_next/static/chunks/424-7263f0552721ed1a.js	catalyst.tailwindui.com/_next/static/chunks/424-7263f0552721ed1a.js	(from https://catalyst.tailwindui.com/)
22:51:19	33134/33134	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c18e972b5506871c5e797650fbefbecf%22	https://catalyst.tailwindui.com/_next/static/chunks/63-bbd24f66b03c5fd4.js	catalyst.tailwindui.com/_next/static/chunks/63-bbd24f66b03c5fd4.js	(from https://catalyst.tailwindui.com/)
22:51:20	17433/17433	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c74280635c150a8fba5f16eab5c26c0f%22	https://catalyst.tailwindui.com/_next/static/chunks/915-fe6a4b175ba9fdda.js	catalyst.tailwindui.com/_next/static/chunks/915-fe6a4b175ba9fdda.js	(from https://catalyst.tailwindui.com/)
22:51:21	53214/53214	---MCZ	200	added ('OK')	application/javascript	etag:W/%223229be64ab9d212015d665aeb39d21fc%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(home)/page-0880c3b699922253.js	catalyst.tailwindui.com/_next/static/chunks/app/(home)/page-0880c3b699922253.js	(from https://catalyst.tailwindui.com/)
22:51:21	5104/5104	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f5ee4a90fd721101bd2f6fb52300a024%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/layout-01887b0450637c41.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/layout-01887b0450637c41.js	(from https://catalyst.tailwindui.com/)
22:51:23	6518/6518	---MCZ	200	added ('OK')	image/x-icon	etag:W/%221e802c3065a02132489feb28ac21f56e%22	https://catalyst.tailwindui.com/favicon.ico	catalyst.tailwindui.com/favicon.ico	(from https://catalyst.tailwindui.com/)
22:51:24	91460/91460	---MCZ	200	added ('OK')	application/javascript	etag:W/%22837c0df77fd5009c9e46d446188ecfd0%22	https://catalyst.tailwindui.com/_next/static/chunks/polyfills-c67a75d1b6f99dc8.js	catalyst.tailwindui.com/_next/static/chunks/polyfills-c67a75d1b6f99dc8.js	(from https://catalyst.tailwindui.com/)
22:51:25	180032/180032	---MCZ	200	added ('OK')	text/html	etag:W/%22167e6371a30bcf16d7aa5eb33153a76f%22	https://catalyst.tailwindui.com/docs	catalyst.tailwindui.com/docs.html	(from https://catalyst.tailwindui.com/)
22:51:26	121896/121896	---M--	200	added ('OK')	image/png	etag:%225d1d88b4df9df88734bc78219c43a7fb%22	https://catalyst.tailwindui.com/_next/static/media/copy-components.f99ada87.png	catalyst.tailwindui.com/_next/static/media/copy-components.f99ada87.png	(from https://catalyst.tailwindui.com/docs)
22:51:27	28965/28965	---MCZ	200	added ('OK')	application/javascript	etag:W/%223b3d3d65e4a0fa97984a631ff022b8e9%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/layout-df4d1dcd911e8490.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/layout-df4d1dcd911e8490.js	(from https://catalyst.tailwindui.com/docs)
22:51:27	768/768	---M--	200	added ('OK')	application/javascript	etag:%224a49d9f609c045ecc197230381ae2f2e%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/page-2c387ff6ba53c934.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/page-2c387ff6ba53c934.js	(from https://catalyst.tailwindui.com/docs)
22:51:29	262846/262846	---MCZ	200	added ('OK')	text/html	etag:W/%22a3437b5823e2c0dc075490221b765855%22	https://catalyst.tailwindui.com/docs/alert	catalyst.tailwindui.com/docs/alert.html	(from https://catalyst.tailwindui.com/docs)
22:51:30	200406/200406	---MCZ	200	added ('OK')	text/html	etag:W/%22744f2eca9f33d22d8e0cf45405cca29f%22	https://catalyst.tailwindui.com/docs/avatar	catalyst.tailwindui.com/docs/avatar.html	(from https://catalyst.tailwindui.com/docs)
22:51:31	131015/131015	---MCZ	200	added ('OK')	text/html	etag:W/%226ba04a3dcb8abe62c35ed85f3e7e2b88%22	https://catalyst.tailwindui.com/docs/badge	catalyst.tailwindui.com/docs/badge.html	(from https://catalyst.tailwindui.com/docs)
22:51:32	230199/230199	---MCZ	200	added ('OK')	text/html	etag:W/%22b0f182841cf58db64a2c1e4f7b090f2f%22	https://catalyst.tailwindui.com/docs/button	catalyst.tailwindui.com/docs/button.html	(from https://catalyst.tailwindui.com/docs)
22:51:33	608903/608903	---MCZ	200	added ('OK')	text/html	etag:W/%22c09d019ca707263b747af853f8840c4e%22	https://catalyst.tailwindui.com/docs/checkbox	catalyst.tailwindui.com/docs/checkbox.html	(from https://catalyst.tailwindui.com/docs)
22:51:34	383289/383289	---MCZ	200	added ('OK')	text/html	etag:W/%22b6ea02969942652adb6dd5aee24ccb43%22	https://catalyst.tailwindui.com/docs/dialog	catalyst.tailwindui.com/docs/dialog.html	(from https://catalyst.tailwindui.com/docs)
22:51:35	642031/642031	---MCZ	200	added ('OK')	text/html	etag:W/%222d30ae6e5e12d3f1290609b2502dfbf6%22	https://catalyst.tailwindui.com/docs/dropdown	catalyst.tailwindui.com/docs/dropdown.html	(from https://catalyst.tailwindui.com/docs)
22:51:36	584641/584641	---MCZ	200	added ('OK')	text/html	etag:W/%226dca975a8acb8452e628a6a3cb3873d2%22	https://catalyst.tailwindui.com/docs/fieldset	catalyst.tailwindui.com/docs/fieldset.html	(from https://catalyst.tailwindui.com/docs)
22:51:37	248077/248077	---MCZ	200	added ('OK')	text/html	etag:W/%229d071deab4a196ec3b064378e2c7f650%22	https://catalyst.tailwindui.com/docs/input	catalyst.tailwindui.com/docs/input.html	(from https://catalyst.tailwindui.com/docs)
22:51:38	645109/645109	---MCZ	200	added ('OK')	text/html	etag:W/%22e7b9ac56a599413fda7ee1aab490d08d%22	https://catalyst.tailwindui.com/docs/listbox	catalyst.tailwindui.com/docs/listbox.html	(from https://catalyst.tailwindui.com/docs)
22:51:39	304619/304619	---MCZ	200	added ('OK')	text/html	etag:W/%22a6ae22c0f59f0d78c4fe9d5b63c40e1a%22	https://catalyst.tailwindui.com/docs/pagination	catalyst.tailwindui.com/docs/pagination.html	(from https://catalyst.tailwindui.com/docs)
22:51:40	630574/630574	---MCZ	200	added ('OK')	text/html	etag:W/%22ec431376d00369ec408f779cfbceb012%22	https://catalyst.tailwindui.com/docs/radio	catalyst.tailwindui.com/docs/radio.html	(from https://catalyst.tailwindui.com/docs)
22:51:42	360531/360531	---MCZ	200	added ('OK')	text/html	etag:W/%2216f5cfd8624b101639e6c5c0387d2963%22	https://catalyst.tailwindui.com/docs/select	catalyst.tailwindui.com/docs/select.html	(from https://catalyst.tailwindui.com/docs)
22:51:42	453640/453640	---MCZ	200	added ('OK')	text/html	etag:W/%228b975f491ad3b3f415b0e5600fb086cd%22	https://catalyst.tailwindui.com/docs/switch	catalyst.tailwindui.com/docs/switch.html	(from https://catalyst.tailwindui.com/docs)
22:51:45	104940/104940	---MCZ	200	added ('OK')	text/html	etag:W/%2288f232a0c37136ebbec762707b7b7931%22	https://catalyst.tailwindui.com/docs/text	catalyst.tailwindui.com/docs/text.html	(from https://catalyst.tailwindui.com/docs)
22:51:46	831183/831183	---MCZ	200	added ('OK')	text/html	etag:W/%22166280847604cc42b94bc80441c44261%22	https://catalyst.tailwindui.com/docs/table	catalyst.tailwindui.com/docs/table.html	(from https://catalyst.tailwindui.com/docs)
22:51:49	24970/24970	---MCZ	200	added ('OK')	application/javascript	etag:W/%2201b3b999826f2f2ef36f21269d65e3b3%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/alert/page-fb7220ba1eb6d446.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/alert/page-fb7220ba1eb6d446.js	(from https://catalyst.tailwindui.com/docs/alert)
22:51:49	216576/216576	---MCZ	200	added ('OK')	text/html	etag:W/%2246775fb38b5aee3256a7d9cb6ddadb64%22	https://catalyst.tailwindui.com/docs/textarea	catalyst.tailwindui.com/docs/textarea.html	(from https://catalyst.tailwindui.com/docs)
22:51:50	2837/2837	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dac8a286a3e437b3d482c903d81d538f%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/avatar/page-48005b0d21625d1a.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/avatar/page-48005b0d21625d1a.js	(from https://catalyst.tailwindui.com/docs/avatar)
22:51:51	2837/2837	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c2433ec656e7d670d6fe77ce45e14474%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/badge/page-4ca005ceb2a59212.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/badge/page-4ca005ceb2a59212.js	(from https://catalyst.tailwindui.com/docs/badge)
22:51:51	2837/2837	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c39ffe3d443c79f0e05f16eb726af1a%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/button/page-6e7b22ac5b1a4289.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/button/page-6e7b22ac5b1a4289.js	(from https://catalyst.tailwindui.com/docs/button)
22:51:53	24654/24654	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e0b16729986871520426cf88707e3a96%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/checkbox/page-6653cd01546ba0f4.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/checkbox/page-6653cd01546ba0f4.js	(from https://catalyst.tailwindui.com/docs/checkbox)
22:51:54	16147/16147	---MCZ	200	added ('OK')	application/javascript	etag:W/%22825dc63e3d935399188fc9992d51ecda%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/dialog/page-42043cbdc8690515.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/dialog/page-42043cbdc8690515.js	(from https://catalyst.tailwindui.com/docs/dialog)
22:51:55	5928/5928	---MCZ	200	added ('OK')	application/javascript	etag:W/%227030c0ddcb795f23a270af05c9a063d5%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/dropdown/page-473865a1f20d283d.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/dropdown/page-473865a1f20d283d.js	(from https://catalyst.tailwindui.com/docs/dropdown)
22:51:55	5594/5594	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%222537b5619c949b54f36e291948e21787%22	https://catalyst.tailwindui.com/docs/Button	catalyst.tailwindui.com/docs/Button	(from https://catalyst.tailwindui.com/docs/dropdown)
22:51:57	14676/14676	---MCZ	200	added ('OK')	application/javascript	etag:W/%225191429d50b03862de935b22a9b0fed1%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/fieldset/page-6acb848ea9ea32b7.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/fieldset/page-6acb848ea9ea32b7.js	(from https://catalyst.tailwindui.com/docs/fieldset)
22:51:58	10476/10476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b0a4a993093e7ed7afa8a4485663be38%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/input/page-88c6c38c250b0a9c.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/input/page-88c6c38c250b0a9c.js	(from https://catalyst.tailwindui.com/docs/input)
22:51:59	18717/18717	---MCZ	200	added ('OK')	application/javascript	etag:W/%2279d42e34fbfb5a6b94b91c74f6538c9f%22	https://catalyst.tailwindui.com/_next/static/chunks/984-acfbff62f8749a66.js	catalyst.tailwindui.com/_next/static/chunks/984-acfbff62f8749a66.js	(from https://catalyst.tailwindui.com/docs/listbox)
22:52:00	35863/35863	---MCZ	200	added ('OK')	application/javascript	etag:W/%22815817ba84de70db7855e61baf0cf2be%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/listbox/page-52e168b2e46f22aa.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/listbox/page-52e168b2e46f22aa.js	(from https://catalyst.tailwindui.com/docs/listbox)
22:52:01	2837/2837	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c2566e94f75e17e907072765f124910c%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/pagination/page-d14820e1882bee42.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/pagination/page-d14820e1882bee42.js	(from https://catalyst.tailwindui.com/docs/pagination)
22:52:02	22541/22541	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ff26d39359137366edf1d8b84379583%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/radio/page-47a58cf76e7acae6.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/radio/page-47a58cf76e7acae6.js	(from https://catalyst.tailwindui.com/docs/radio)
22:52:03	11615/11615	---MCZ	200	added ('OK')	application/javascript	etag:W/%226547d3afc5ed2092958102ef383abd26%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/select/page-a186810cc1af982b.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/select/page-a186810cc1af982b.js	(from https://catalyst.tailwindui.com/docs/select)
22:52:04	15729/15729	---MCZ	200	added ('OK')	application/javascript	etag:W/%22be17ba1b0f6e4ecc316cc67105e39dec%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/switch/page-860f5e16e554dbca.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/switch/page-860f5e16e554dbca.js	(from https://catalyst.tailwindui.com/docs/switch)
22:52:05	26820/26820	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267cd6f893cfa68a1b12150ef50901de6%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/table/page-f0e608e259868a12.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/table/page-f0e608e259868a12.js	(from https://catalyst.tailwindui.com/docs/table)
22:52:06	1835/1835	---MCZ	200	added ('OK')	application/javascript	etag:W/%220fefcff1977c7128c8de12347a112648%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/text/page-a368a321608c0604.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/text/page-a368a321608c0604.js	(from https://catalyst.tailwindui.com/docs/text)
22:52:06	10475/10475	---MCZ	200	added ('OK')	application/javascript	etag:W/%2233d249eddc0ded0f9c57c44dec1f2c0d%22	https://catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/textarea/page-e608d8808d196774.js	catalyst.tailwindui.com/_next/static/chunks/app/(docs)/docs/textarea/page-e608d8808d196774.js	(from https://catalyst.tailwindui.com/docs/textarea)
